timestamp,junction,vehicle_count,queue_length,average_speed,average_waiting,congestion_level
526.0,J2,17,11,4.32,10.18,HIGH
526.0,J3,12,7,4.3,10.42,HIGH
526.0,J4,10,6,4.15,13.0,HIGH
531.0,J1,10,5,5.08,10.7,HIGH
531.0,J2,18,10,4.24,12.39,HIGH
531.0,J3,12,7,3.77,13.25,HIGH
531.0,J4,12,7,4.29,13.67,HIGH
536.0,J1,11,6,3.95,12.45,HIGH
536.0,J2,18,11,3.36,15.39,CRITICAL
536.0,J3,12,9,2.12,16.58,CRITICAL
536.0,J4,11,7,4.31,18.09,HIGH
541.0,J1,9,5,5.4,6.11,HIGH
541.0,J2,15,7,3.63,8.87,HIGH
541.0,J3,10,5,5.19,5.2,HIGH
541.0,J4,8,4,2.51,6.12,HIGH
546.0,J1,9,1,8.15,0.22,MODERATE
546.0,J2,15,1,6.11,0.27,HIGH
546.0,J3,12,2,7.61,0.58,MODERATE
546.0,J4,9,3,7.34,1.11,MODERATE
551.0,J1,12,3,8.83,1.08,MODERATE
551.0,J2,17,3,10.02,1.12,MODERATE
551.0,J3,17,3,10.14,1.24,MODERATE
551.0,J4,16,3,9.71,1.56,MODERATE
556.0,J1,13,3,8.63,2.15,MODERATE
556.0,J2,16,3,9.31,2.12,MODERATE
556.0,J3,15,4,8.71,2.47,MODERATE
556.0,J4,19,3,10.15,2.11,MODERATE
561.0,J1,14,4,8.47,3.36,MODERATE
561.0,J2,11,4,7.22,4.73,MODERATE
561.0,J3,16,5,8.49,3.56,MODERATE
561.0,J4,13,4,8.68,4.38,MODERATE
566.0,J1,10,5,5.56,6.8,HIGH
566.0,J2,9,4,6.81,8.0,HIGH
566.0,J3,12,5,7.01,6.58,MODERATE
566.0,J4,14,4,8.52,5.5,MODERATE
571.0,J1,9,7,2.22,10.44,HIGH
571.0,J2,9,5,5.23,10.56,HIGH
571.0,J3,11,5,5.36,9.45,HIGH
571.0,J4,10,4,7.35,9.7,MODERATE
576.0,J1,11,6,4.32,11.27,HIGH
576.0,J2,9,5,4.93,13.33,HIGH
576.0,J3,10,6,4.95,13.4,HIGH
576.0,J4,8,5,4.84,14.88,HIGH
581.0,J1,14,7,4.54,11.36,HIGH
581.0,J2,11,6,5.35,13.45,HIGH
581.0,J3,12,7,5.03,13.83,HIGH
581.0,J4,10,5,5.98,14.4,HIGH
586.0,J1,12,5,3.92,6.75,HIGH
586.0,J2,7,2,6.76,3.71,HIGH
586.0,J3,8,3,3.29,5.5,HIGH
586.0,J4,5,2,6.08,2.6,HIGH
591.0,J1,14,2,5.86,0.57,HIGH
591.0,J2,12,2,7.53,0.5,MODERATE
591.0,J3,10,3,7.29,1.0,MODERATE
591.0,J4,9,2,9.48,0.78,MODERATE
596.0,J1,14,3,8.52,1.36,MODERATE
596.0,J2,16,3,9.64,1.19,MODERATE
596.0,J3,12,3,9.46,2.08,MODERATE
596.0,J4,12,2,10.01,1.42,LOW
601.0,J1,16,3,8.85,2.12,MODERATE
601.0,J2,18,4,8.87,2.0,MODERATE
601.0,J3,13,4,7.68,3.15,MODERATE
601.0,J4,12,4,8.59,2.42,MODERATE
606.0,J1,13,5,7.54,4.0,MODERATE
606.0,J2,17,5,7.67,3.35,MODERATE
606.0,J3,10,4,7.11,6.1,MODERATE
606.0,J4,10,3,8.73,4.4,MODERATE
611.0,J1,9,4,5.42,8.0,HIGH
611.0,J2,16,7,5.9,5.44,HIGH
611.0,J3,10,6,4.5,8.3,HIGH
611.0,J4,7,3,5.88,8.43,HIGH
616.0,J1,10,5,5.05,9.7,HIGH
616.0,J2,14,8,3.77,9.0,HIGH
616.0,J3,9,6,3.4,12.56,HIGH
616.0,J4,7,4,4.25,11.14,HIGH
621.0,J1,11,7,3.91,11.55,HIGH
621.0,J2,16,9,4.86,10.62,HIGH
621.0,J3,11,7,2.67,13.36,HIGH
621.0,J4,8,4,6.06,12.25,HIGH
626.0,J1,11,7,4.44,14.73,HIGH
626.0,J2,14,10,2.95,15.57,CRITICAL
626.0,J3,12,7,5.06,15.17,HIGH
626.0,J4,9,4,4.36,13.11,HIGH
631.0,J1,9,4,4.9,8.11,HIGH
631.0,J2,14,8,4.16,10.5,HIGH
631.0,J3,9,4,3.11,9.67,HIGH
631.0,J4,6,3,5.91,4.17,HIGH
636.0,J1,9,1,6.65,0.33,HIGH
636.0,J2,16,0,5.39,0.0,HIGH
636.0,J3,13,2,8.41,0.38,MODERATE
636.0,J4,9,2,9.16,1.0,MODERATE
641.0,J1,12,3,9.09,1.17,MODERATE
641.0,J2,17,3,8.5,0.71,MODERATE
641.0,J3,20,3,10.19,0.75,MODERATE
641.0,J4,13,2,10.28,1.46,LOW
646.0,J1,15,3,9.66,1.93,MODERATE
646.0,J2,19,3,9.61,1.42,MODERATE
646.0,J3,15,3,9.84,1.93,MODERATE
646.0,J4,16,3,9.67,1.94,MODERATE
651.0,J1,13,4,7.84,3.54,MODERATE
651.0,J2,15,4,7.91,3.0,MODERATE
651.0,J3,15,3,9.0,2.93,MODERATE
651.0,J4,15,3,9.03,3.07,MODERATE
656.0,J1,11,5,4.72,6.18,HIGH
656.0,J2,9,4,7.03,7.22,MODERATE
656.0,J3,7,4,5.29,9.14,HIGH
656.0,J4,12,3,8.63,5.08,MODERATE
661.0,J1,13,6,5.41,7.23,HIGH
661.0,J2,10,4,5.14,8.5,HIGH
661.0,J3,10,5,5.81,8.6,HIGH
661.0,J4,12,3,8.11,6.33,MODERATE
666.0,J1,12,7,4.29,10.58,HIGH
666.0,J2,10,5,6.2,10.9,HIGH
666.0,J3,11,5,5.43,10.09,HIGH
666.0,J4,8,4,5.26,12.0,HIGH
671.0,J1,13,9,3.75,12.92,HIGH
671.0,J2,12,5,5.4,11.17,HIGH
671.0,J3,12,6,6.53,11.58,HIGH
671.0,J4,9,4,7.22,12.89,HIGH
676.0,J1,10,6,3.36,9.4,HIGH
676.0,J2,9,2,6.88,2.11,HIGH
676.0,J3,10,3,5.19,5.0,HIGH
676.0,J4,8,2,6.87,2.0,HIGH
681.0,J1,12,1,6.01,0.17,HIGH
681.0,J2,14,4,6.25,0.79,HIGH
681.0,J3,14,3,6.92,0.5,HIGH
681.0,J4,12,3,6.52,0.83,HIGH
686.0,J1,14,2,8.89,0.86,MODERATE
686.0,J2,19,6,8.34,1.89,HIGH
686.0,J3,16,4,9.23,1.69,MODERATE
686.0,J4,17,5,8.19,1.82,MODERATE
691.0,J1,16,3,10.24,1.56,MODERATE
691.0,J2,20,7,7.23,3.3,HIGH
691.0,J3,14,6,6.13,3.43,HIGH
691.0,J4,13,5,7.71,4.31,MODERATE
696.0,J1,10,3,7.74,4.0,MODERATE
696.0,J2,20,8,6.8,5.0,HIGH
696.0,J3,11,6,5.27,7.0,HIGH
696.0,J4,12,5,6.55,6.75,HIGH
701.0,J1,9,4,5.07,6.56,HIGH
701.0,J2,19,8,5.86,7.32,HIGH
701.0,J3,13,7,4.57,8.23,HIGH
701.0,J4,10,6,4.53,10.9,HIGH
706.0,J1,8,5,4.56,10.25,HIGH
706.0,J2,16,9,3.91,11.5,HIGH
706.0,J3,12,7,5.23,11.67,HIGH
706.0,J4,11,6,5.33,12.64,HIGH
711.0,J1,9,5,3.76,11.89,HIGH
711.0,J2,16,10,3.32,14.62,CRITICAL
711.0,J3,12,8,2.34,14.67,HIGH
711.0,J4,10,7,3.12,17.1,CRITICAL
716.0,J1,10,6,3.4,13.7,HIGH
716.0,J2,17,12,2.99,16.94,CRITICAL
716.0,J3,13,9,3.79,16.92,CRITICAL
716.0,J4,11,7,4.82,18.73,HIGH
721.0,J1,12,6,6.16,4.67,HIGH
721.0,J2,13,9,2.72,11.0,HIGH
721.0,J3,10,5,2.58,6.7,HIGH
721.0,J4,7,4,3.23,7.71,HIGH
726.0,J1,12,3,7.58,0.75,MODERATE
726.0,J2,16,2,6.63,0.44,HIGH
726.0,J3,13,3,8.46,0.85,MODERATE
726.0,J4,10,2,9.27,0.7,MODERATE
731.0,J1,14,5,7.97,2.0,MODERATE
731.0,J2,18,3,8.44,1.22,MODERATE
731.0,J3,17,4,9.01,1.59,MODERATE
731.0,J4,16,2,8.9,1.06,MODERATE
736.0,J1,16,6,7.49,3.38,HIGH
736.0,J2,18,4,8.94,2.22,MODERATE
736.0,J3,14,4,9.16,3.36,MODERATE
736.0,J4,17,4,8.48,1.88,MODERATE
741.0,J1,16,6,7.22,5.25,HIGH
741.0,J2,13,4,7.31,4.62,MODERATE
741.0,J3,14,5,7.71,4.93,MODERATE
741.0,J4,14,3,8.18,3.36,MODERATE
746.0,J1,12,6,3.98,9.5,HIGH
746.0,J2,11,5,6.22,7.64,HIGH
746.0,J3,12,5,5.93,7.83,HIGH
746.0,J4,16,3,9.2,3.88,MODERATE
751.0,J1,13,9,3.8,11.77,HIGH
751.0,J2,8,5,4.43,13.62,HIGH
751.0,J3,11,6,5.33,11.09,HIGH
751.0,J4,9,4,5.52,8.78,HIGH
756.0,J1,12,9,3.03,16.25,CRITICAL
756.0,J2,11,6,5.07,12.55,HIGH
756.0,J3,12,6,5.06,12.67,HIGH
756.0,J4,10,4,7.27,9.9,MODERATE
761.0,J1,15,9,3.96,16.0,CRITICAL
761.0,J2,8,6,2.49,21.0,CRITICAL
761.0,J3,14,8,4.75,13.29,HIGH
761.0,J4,6,4,2.17,19.83,CRITICAL
766.0,J1,12,7,2.64,10.42,HIGH
766.0,J2,7,2,6.5,2.14,HIGH
766.0,J3,9,4,5.39,6.44,HIGH
766.0,J4,6,1,6.11,0.5,HIGH
771.0,J1,13,2,5.23,0.77,HIGH
771.0,J2,12,2,8.84,0.5,MODERATE
771.0,J3,13,3,6.34,0.62,HIGH
771.0,J4,10,2,8.87,0.6,MODERATE
776.0,J1,13,3,7.11,1.69,MODERATE
776.0,J2,15,3,8.87,1.27,MODERATE
776.0,J3,13,4,8.03,2.08,MODERATE
776.0,J4,10,2,9.45,1.6,MODERATE
781.0,J1,18,3,9.4,2.06,MODERATE
781.0,J2,16,4,8.37,2.38,MODERATE
781.0,J3,13,4,8.22,3.62,MODERATE
781.0,J4,12,3,8.27,2.17,MODERATE
786.0,J1,12,5,7.01,4.5,MODERATE
786.0,J2,19,5,8.2,3.16,MODERATE
786.0,J3,10,5,5.91,6.8,HIGH
786.0,J4,9,3,7.66,4.56,MODERATE
791.0,J1,9,5,5.47,8.33,HIGH
791.0,J2,17,6,6.42,5.12,HIGH
791.0,J3,11,5,5.11,8.45,HIGH
791.0,J4,8,3,6.5,7.0,HIGH
796.0,J1,10,5,4.97,10.0,HIGH
796.0,J2,17,8,5.18,7.35,HIGH
796.0,J3,11,6,3.86,11.09,HIGH
796.0,J4,8,4,5.54,9.38,HIGH
801.0,J1,11,7,4.25,11.64,HIGH
801.0,J2,13,9,3.14,12.92,HIGH
801.0,J3,13,7,5.3,12.08,HIGH
801.0,J4,8,4,6.31,11.88,HIGH
806.0,J1,11,7,4.2,14.55,HIGH
806.0,J2,17,10,4.15,12.71,HIGH
806.0,J3,13,7,4.47,14.77,HIGH
806.0,J4,9,5,4.61,13.0,HIGH
811.0,J1,11,4,5.01,6.18,HIGH
811.0,J2,14,8,3.18,10.36,HIGH
811.0,J3,9,5,3.88,7.22,HIGH
811.0,J4,5,2,7.69,5.2,MODERATE
816.0,J1,13,3,7.06,0.62,MODERATE
816.0,J2,17,3,5.2,0.41,HIGH
816.0,J3,11,1,7.95,0.55,MODERATE
816.0,J4,6,0,9.49,0.0,MODERATE
821.0,J1,14,3,8.27,1.64,MODERATE
821.0,J2,18,3,8.88,1.22,MODERATE
821.0,J3,20,2,10.41,0.65,LOW
821.0,J4,12,1,11.54,0.25,LOW
826.0,J1,16,4,8.47,2.56,MODERATE
826.0,J2,18,4,8.9,2.28,MODERATE
826.0,J3,17,2,9.47,1.35,MODERATE
826.0,J4,13,1,10.91,0.62,LOW
831.0,J1,14,5,6.43,4.57,HIGH
831.0,J2,15,4,8.58,4.07,MODERATE
831.0,J3,11,3,8.33,3.27,MODERATE
831.0,J4,14,1,9.88,0.93,MODERATE
836.0,J1,14,6,5.86,6.71,HIGH
836.0,J2,10,5,5.35,8.3,HIGH
836.0,J3,13,4,6.97,4.0,HIGH
836.0,J4,8,2,7.89,2.88,MODERATE
841.0,J1,13,8,4.85,9.62,HIGH
841.0,J2,10,5,6.32,10.8,HIGH
841.0,J3,11,5,6.39,6.55,HIGH
841.0,J4,11,2,9.22,3.0,MODERATE
846.0,J1,13,7,4.56,12.31,HIGH
846.0,J2,12,5,5.47,11.08,HIGH
846.0,J3,12,5,7.25,7.92,MODERATE
846.0,J4,7,2,8.14,6.14,MODERATE
851.0,J1,14,8,4.25,14.21,HIGH
851.0,J2,12,6,6.12,13.5,HIGH
851.0,J3,11,5,5.43,10.91,HIGH
851.0,J4,7,4,5.55,8.0,HIGH
856.0,J1,11,5,4.32,7.45,HIGH
856.0,J2,11,2,5.15,2.82,HIGH
856.0,J3,10,4,6.96,6.6,HIGH
856.0,J4,8,1,8.35,1.0,MODERATE
861.0,J1,11,2,6.37,0.18,HIGH
861.0,J2,14,4,7.02,0.64,MODERATE
861.0,J3,12,2,7.29,0.25,MODERATE
861.0,J4,9,3,5.13,0.89,HIGH
866.0,J1,15,2,8.85,0.8,MODERATE
866.0,J2,22,6,8.04,1.55,HIGH
866.0,J3,17,5,8.98,1.06,MODERATE
866.0,J4,17,5,8.93,1.76,MODERATE
871.0,J1,16,3,9.82,1.62,MODERATE
871.0,J2,20,7,7.15,3.35,HIGH
871.0,J3,13,5,7.7,3.0,MODERATE
871.0,J4,14,5,7.86,3.93,MODERATE
876.0,J1,11,3,7.65,3.73,MODERATE
876.0,J2,21,7,7.08,4.86,HIGH
876.0,J3,12,6,5.65,5.33,HIGH
876.0,J4,13,6,6.59,6.38,HIGH
881.0,J1,10,4,5.61,6.1,HIGH
881.0,J2,19,9,5.65,7.42,HIGH
881.0,J3,11,6,4.66,8.45,HIGH
881.0,J4,12,6,5.54,9.42,HIGH
886.0,J1,10,5,6.41,8.3,HIGH
886.0,J2,18,10,4.81,10.33,HIGH
886.0,J3,12,6,4.74,10.25,HIGH
886.0,J4,10,6,4.65,14.3,HIGH
891.0,J1,10,5,4.65,10.8,HIGH
891.0,J2,18,11,3.98,13.11,CRITICAL
891.0,J3,13,7,4.69,12.08,HIGH
891.0,J4,11,7,3.69,15.82,CRITICAL
896.0,J1,12,6,4.88,11.5,HIGH
896.0,J2,18,13,3.44,16.22,CRITICAL
896.0,J3,11,10,1.08,17.82,CRITICAL
896.0,J4,10,7,3.82,20.9,CRITICAL
